,id,序号,故障发现（确认）时间,通知省级调度时间（运检中心）,故障开始时间,故障监测确认时间,故障结束时间,单位简称,影响对象,部署类型,异常类型,异常类型细项,问题现象,故障组件,形成原因,形成原因细类,原因分析,故障处理过程,整改措施,整改措施是否落实,整改措施佐证材料,故障时长（小时）,故障时长（分钟）,风险事例等级,监控发现方式,有无用户申告,调度联系单,紧急抢修,考核数据,有无停运,早会PPT,简报,周报,早会短信,月份,日期,时刻,是否工作日,是否工作时段,是否提交故障报告,故障报告第一次提交时间,故障报告合格时间,报告提交时长（小时）,报告合格时间（小时）,故障短信,连接,是否按时提交正式报告,中断时间分布,监控发现方式细类,是否办结,是否因业务量大,是否典型
885,1287,0.0,,,2016-08-14 02:05:00,,2016-08-14 05:00:00,国网信通,舆情监测,二级部署,信息系统运行异常,系统部分功能非计划不可用,8月14日02:05，国网信通调度监控发现舆情监测系统IMS在线用户数指标中断，健康运行时长及URL探测正常，系统可正常访问。05:00，经运检中心应急处置后，系统监控指标恢复正常。,数据库软件,运行维护不当,数据库表空间满,舆情系统数据库System系统表空间满，造成应用无法正常连接数据库，导致IMS在线用户数指标异常。,经运检中心对System表空间扩容后，系统监控指标恢复正常。,通过检修对表空间扩容，关闭数据库审计特性减少表空间增长速度。,,,2.91666666674428,175.000000004657,0,IMS监控,无,0,0,无,无,有,0,,无,8月,14,,0,0,0,,,,,,,,2,用户数异常时长与URL异正常,0,0,0
886,1288,0.0,,,2016-08-17 15:25:00,,2016-08-17 15:55:00,国网信通,安监一体化,二级部署,信息系统运行异常,不影响用户使用但系统有告警,8月17日15:25，国网信通调度监控发现总部安监管理一体化系统IMS在线用户数和健康运行时长指标中断，URL探测正常。15:55，经运检中心重启故障节点后，系统监控指标恢复正常。,应用软件,软件设计缺陷,SQL语句不合理,某些代码没有正确关闭数据库连接，造成一个应用节点的weblogic数据库连接池被占满，无法创建新的连接，引起指标中断。,重启故障应用节点后，系统恢复正常。,修改代码，正确关闭数据库连接。,,,0.500000000058208,30.0000000034925,0,IMS监控,无,0,0,无,无,有,0,,无,8月,17,,0,0,0,,,,,,,,15,时长与用户数异常URL正常,0,0,0
887,1289,0.0,,,2016-08-19 06:30:00,,2016-08-19 07:50:00,辽宁,设备（资产）精益管理,二级部署,0,0,8月19日6:30-7:50，国网辽宁电力生产管理2.0系统监控状态异常。期间，系统URL探测中断，健康运行时长及在线用户数指标正常。,0,运行维护不当,0,0,0,0,,,1.33333333331393,79.9999999988358,0,IMS监控,无,0,0,无,无,有,0,,有,8月,19,,0,0,0,,,,,,,,6,有,0,0,0
888,1290,0.0,,,2016-08-19 18:30:00,,2016-08-19 19:20:00,江西,多套系统,二级部署,0,0,8月19日18:30-19:20，国网江西公司生产管理2.0、营销数据、营销稽查、指挥2.0、计量资产全寿命监控异常。期间，系统URL探测异常，在线用户数及健康运行时长正常,0,运行维护不当,0,0,0,0,,,0.833333333255723,49.9999999953434,0,IMS监控,无,0,0,无,0,有,0,,有,8月,19,,0,0,0,,,,,,,,18,有,0,0,0
889,1291,0.0,,,2016-08-20 15:05:00,,2016-08-20 15:45:00,天津,应急指挥,二级部署,0,0,"15:05-15:45,国网天津电力应急指挥1.0系统监控状态异常。期间，系统健康运行时长及在线用户数指标中断，URL探测正常。",0,运行维护不当,0,0,0,0,,,0.666666666744277,40.0000000046566,0,IMS监控,无,有,0,无,0,有,0,,有,8月,20,,0,0,0,,,,,,,,15,有,0,0,0
890,1292,0.0,,,2016-08-22 05:05:00,,2016-08-22 06:35:00,北京,ERP系统,二级部署,0,0,8月22日05:05-06:35，国网信通调度监控发现国网北京电力ERP高级系统健康运行时长及在线用户数指标中断，URL探测正常。,0,运行维护不当,0,0,0,0,,,1.5,90.0,0,IMS监控,无,有,0,无,0,无,0,,无,8月,22,,0,0,0,,,,,,,,5,有,0,0,0
891,1293,0.0,,,2016-08-22 07:10:00,,2016-08-22 18:10:00,国网信通,企业管理,二级部署,信息系统运行异常,不影响用户使用但系统有告警,8月22日7:10起，国网信通调度监控发现总部企业管理系统IMS在线用户数和健康运行时长指标出现间歇性中断，URL探测正常。,应用软件,运行维护不当,会话时长配置不合理,IMS取数程序需在一个取数周期内获取接入企业管理系统的51家单位数据，由于取数间隔时长设置过小，IMS接口执行指标查询语句时间较长，导致IMS取数程序时而能取到数，时而不能取到数。,增加IMS取数间隔时长后，系统监控恢复正常。,后续计划优化系统IMS接口指标查询SQL语句。,,,11.0000000000582,660.000000003492,0,IMS监控,无,0,0,无,0,有,0,,无,8月,22,,0,0,0,,,,,,,,7,时长与用户数异常URL正常,0,0,0
892,1294,0.0,,,2016-08-22 10:05:00,,2016-08-22 11:10:00,国网信通,云终端,二级部署,信息系统监控接口异常,不影响用户使用但系统有告警,8月22日10:05，国网信通调度监控发现总部云终端系统IMS在线用户数和健康运行时长指标中断，URL探测正常。11:10，经运检中心重启IMS服务后，系统监控指标恢复正常。,网络,设备日常损坏,服务器板卡故障,"经查，故障原因为22日8:55白广路内网核心主用路由器板卡硬件故障，导致主备路由器发生切换，并造成云平台业务由主用汇聚交换机切换至备用汇聚交换机。同时云终端系统服务器访问地址所对应的MAC地址为组播地址，切换至备用交换机无法对组播MAC地址进行学习，网络通信异常，导致监控指标中断。11:10，运检中心修改备用交换机配置并重启IMS服务后，系统监控指标恢复正常。
",0,0,,,1.08333333337214,65.0000000023283,0,IMS监控,无,0,0,无,0,有,0,,有,8月,22,,0,0,0,,,,,,,,10,时长与用户数异常URL正常,0,0,0
893,1295,0.0,,,2016-08-23 08:30:00,,2016-08-23 12:25:00,国网信通,统一权限,二级部署,0,0,8月23日08:30，国网信通调度监控发现统一权限MQ节点告警，同时接到申告协同办公、ICS等系统登录缓慢。12:25，经运检中心应急处置后，统一权限系统恢复正常，协同办公、ICS等系统登录恢复正常。,0,运行维护不当,0,0,0,0,,,3.91666666668607,235.000000001164,0,专业网管监控,无,0,0,有,有,有,0,,无,8月,23,,0,0,0,,,,,,,,8,其他监控工具发现,0,0,0
894,1296,0.0,,,2016-08-23 12:00:00,,2016-08-23 12:35:00,甘肃,i6000,二级部署,信息系统运行异常,业务应用级联贯通不可用,8月23日12:00-12:35，国网甘肃电力所有系统监控异常。期间，系统健康运行时长及在线用户数指标中断，URL探测异常。甘肃本地所有监控状态正常，,中间件,运行维护不当,中间件数据库连接数满,经查，原因为甘肃公司22日系统检修时，应用服务器webservice中间件系统用户连接数参数设置过小，导致级联请求超时。,0,0,,,0.583333333313931,34.9999999988358,0,IMS监控,无,0,0,无,0,有,0,,有,8月,23,,0,0,0,,,,,,,,12,有,0,0,0
895,1297,0.0,,,2016-08-23 21:30:00,,2016-08-23 21:50:00,国网信通,会管系统,一级部署,信息系统监控接口异常,不影响用户使用但系统有告警,8月23日21:30，国网信通调度监控发现总部会管系统IMS在线用户数、健康运行时长、业务系统探测状态指标中断。21:50，经调度重启故障节点后，系统监控指标恢复正常。,应用软件,运行维护不当,线程满,"会管系统中对外提供接口服务的模块发生了异常。 会管系统登录时会调用一个业务服务方法：queryAllInfo。queryAllInfo方法去统一权限系统中获取人员信息, 但由于统一权限系统问题导致queryAllInfo方法执行超时，造成大量线程阻塞。queryAllInfo方法与会管系统提供给IMS的接口服务属于同一个模块，queryAllInfo方法的线程堵塞占用过多资源，造成此模块无法正常提供服务，最终导致IMS系统无法接受会管系统运行指标。",经过调控中心重启应用服务器后，资源释放，系统恢复正常。,计划9月份月检修中完善queryAllInfo方法中的业务逻辑，降低的从统一权限系统获取人员信息的频率，改为一次获取，本次存储，定时更新人员信息，降低接口服务进程堵塞。,,,0.333333333197515,19.9999999918509,0,IMS监控,无,0,0,无,有,有,0,,有,8月,23,,0,0,0,,,,,,,,21,时长与用户数异常URL异常,0,0,0
896,1298,0.0,,,2016-08-24 04:40:00,,2016-08-24 06:40:00,西北,i6000,二级部署,信息系统运行异常,不影响用户使用但系统有告警,8月24日04:40，国网信通调度监控发现国网西北分部所有系统IMS监控异常。期间，所有系统IMS健康运行时长及在线用户数指标缺失，URL探测异常。,网络,运行维护不当,原因不详细,期间，所有系统IMS健康运行时长及在线用户数指标缺失，URL探测异常。故障原因为IMS应用服务器（10.209.5.27）型号为IBM X3850 X5 7143，通过检查服务器光通路诊断面板发现BRD告警； 通过服务器日志分析，确定本次IMS系统运行事件由于服务器I/O板卡突发故障导致服务器宕机且无法重启。系统部署方式为单点部署。,0,0,,,2.00000000005821,120.000000003492,0,IMS监控,无,有,0,无,0,有,0,,有,8月,24,,0,0,0,,,,,,,,4,有,0,0,0
897,1299,0.0,,,2016-08-24 16:25:00,,2016-08-24 17:00:00,国网信通,人资辅助决策,0,0,0,8月24日16:25，国网信通调度监控发现总部人资辅助决策、物资辅助决策、营销辅助决策与综合查询IAS系统IMS健康运行时长及在线用户数指标缺失，同时数据中心ODS库报出实例无法连接告警。17:00，经国网信通公司运维人员重启数据库后，系统指标恢复正常。,主机,软件设计缺陷,数据库bug,0,0,0,,,0.583333333313931,34.9999999988358,0,IMS监控,无,0,0,无,0,有,0,,无,8月,24,,0,0,0,,,,,,,,16,时长与用户数异常URL正常,0,0,0
898,1300,0.0,,,2016-08-24 19:50:00,,2016-08-25 00:45:00,国网信通,人资辅助决策,二级部署,信息系统运行异常,不影响用户使用但系统有告警,8月24日19:50，国网信通调度监控发现总部人资辅助决策与综合查询IAS系统IMS健康运行时长及在线用户数指标缺失，URL探测指标正常，同时数据中心ODS库报出实例无法连接告警。25日00:45，经国网信通公司运维人员重建ODS数据库索引后，系统指标恢复正常,主机,软件设计缺陷,数据库bug,25日00:45，经运检中心重建ODS数据库索引并重启数据库服务后，系统指标恢复正常。经查，由于数据库触发bug导致数据库节点2自动重启，数据库双节点在执行回滚事务时触发内部错误，造成数据库双节点反复自动重启。后续计划开展数据库版本升级工作进行消缺。,0,0,,,4.91666666662786,294.999999997672,0,IMS监控,无,0,0,无,有,有,0,,无,8月,24,,0,0,0,,,,,,,,19,时长与用户数异常URL正常,0,0,0
899,1301,0.0,,,2016-08-24 18:40:00,,2016-08-24 19:10:00,安徽,i6000,0,0,0,8月24日18:40-19:10，国网安徽电力所有系统监控状态异常。期间，所有系统健康运行时长及在线用户数指标缺失，URL探测异常。安徽本地所有系统监控状态正常。,0,运行维护不当,0,0,0,0,,,0.499999999883585,29.9999999930151,0,IMS监控,无,0,0,无,0,有,0,,有,8月,24,,0,0,0,,,,,,,,18,有,0,0,0
900,1302,0.0,,,2016-08-24 09:25:00,,2016-08-24 15:58:00,山西,外网网站,二级部署,信息系统运行异常,网络非计划停运,8月24日09:25-15:50，山西公司所有外网系统无法通过公网访问。期间，由于运营商工程施工将光缆挖断，导致山西公司的外网出口中断，造成山西公司所有外网系统无法通过公网访问。15:58，运营商修复光缆后，系统访问恢复正常。,网络,运行维护不当,运营商网络问题,经查，故障原因为联通公司光缆被施工挖断，导致山西省互联网出口中断；随后山西公司出口映射切换至电信，由于电信按照通管局的保障要求对80和8080等端口进行了屏蔽，导致切换后的80端口无法使用。15:50，运营商修复光缆后，系统访问恢复正常。,0,0,,,6.55000000004657,393.000000002794,0,IMS监控,无,0,0,无,0,有,0,,有,8月,24,,0,0,0,,,,,,,,9,有,0,0,0
901,1303,0.0,,,2016-08-26 10:45:00,,2016-08-26 13:05:00,西藏,计量资产全寿命周期,0,0,0,8月26日10:45-13:05，国网信通调度监控发现国网西藏电力计量资产系统IMS健康运行时长及在线用户数指标缺失，URL探测异常。,0,运行维护不当,0,0,0,0,,,2.33333333343035,140.000000005821,0,IMS监控,无,0,0,无,0,有,0,,有,8月,26,,0,0,0,,,,,,,,10,有,0,0,0
902,1304,0.0,,,2016-08-26 08:15:00,,2016-08-26 08:40:00,多家直属,i6000,二级部署,信息系统监控接口异常,不影响用户使用但系统有告警,8月26日8:15，国网信通调度监控发现直属单位所有系统IMS健康运行时长及在线用户数指标中断，URL探测异常，系统可正常访问。8:40，经运检中心重启直属单位IMS级联服务后，所有系统监控指标及URL探测均恢复正常，期间丢失数据已补齐。,数据库软件,软件设计缺陷,数据库bug,经查，故障原因为oracle bug引起直属单位IMS系统数据库自动重启，导致主级联程序连接数据库失败，备用级联程序探测到主级联程序处于运行状态后未启动，造成指标与系统探测中断。已通过调整会话等待时间与关闭数据库中易引发bug的无用进程进行消缺。,0,0,,,0.416666666627862,24.9999999976717,0,IMS监控,无,0,0,无,0,有,0,,无,8月,26,,0,0,0,,,,,,,,8,有,0,0,0
903,1305,0.0,,,2016-08-30 16:10:00,,2016-08-30 19:00:00,西藏,i6000,0,0,0,"8月30日16:10-19:00, 国网信通调度监控发现国网西藏电力IMS所有系统监控指标异常。期间，系统健康运行时长及在线用户数缺失，URL探测异常。",0,运行维护不当,0,0,0,0,,,2.83333333331393,169.999999998836,0,IMS监控,无,0,0,无,0,有,0,,有,8月,30,,0,0,0,,,,,,,,16,有,0,0,0
904,1306,0.0,,,2016-08-31 19:55:00,,2016-08-31 23:55:00,鲁能集团,企业门户,0,0,0,"8月31日19:55-23:55, 国网信通调度监控发现国网鲁能集团IMS企业门户系统监控状态异常。期间，系统健康运行时长及在线用户数缺失，URL探测正常。",0,运行维护不当,0,0,0,0,,,4.00000000011642,240.000000006985,0,IMS监控,无,0,0,无,0,有,0,,有,8月,31,,0,0,0,,,,,,,,19,有,0,0,0
905,1307,0.0,,,2016-08-31 23:50:00,,2016-09-01 00:40:00,中国电科院,ERP系统,0,0,0,"8月31日23:50-00:40，国网信通调度监控发现中国电科院ERP系统IMS健康运行时长及在线用户数指标中断，URL探测正常。
",0,运行维护不当,0,0,0,0,,,0.833333333430346,50.0000000058208,0,IMS监控,无,0,0,无,0,无,0,,有,8月,31,,0,0,0,,,,,,,,23,有,0,0,0
906,1308,0.0,,,2016-09-08 16:50:00,,2016-09-08 21:55:00,国网信通,人资辅助决策,二级部署,信息系统运行异常,不影响用户使用但系统有告警,9月8日16:50，国网信通调度监控发现总部人资辅助决策、物资辅助决策、营销辅助决策与综合查询IAS系统IMS健康运行时长及在线用户数指标间歇性缺失，同时数据中心ODS库报出实例无法连接告警。,未查清,运行维护不当,原因不详细,21:55，经重启数据库主机和集群服务后，系统指标恢复正常。后续经验证观察，各相关系统指标恢复正常。,0,0,,,5.08333333331393,304.999999998836,0,IMS监控,无,0,0,无,0,有,0,,无,9月,08,,0,0,0,,,,,,,,16,时长与用户数异常URL正常,0,0,0
907,1309,0.0,,,2016-09-09 10:25:00,,2016-09-09 10:50:00,国网信通,规划计划,0,信息系统运行异常,不影响用户使用但系统有告警,9月9日10:25，国网信通调度监控发现总部一体化规划设计平台健康运行时长和在线用户数指标缺失，URL探测指标异常。10:50，经运检中心重启应用节点后，系统指标恢复正常。,数据库软件,运行维护不当,线程满,9日各网省集中上报数据，系统未做分批处理，导致当用户对数据表进行大量数据更新时出现数据库线程堵塞，进而导致应用节点线程堵塞，IMS监控指标与探测中断。,运检中心重启应用节点后，系统指标恢复正常。,后续将通过检修调整程序逻辑，对数据量进行校验，限制每次数据导入条数。,,,0.416666666627862,24.9999999976717,三级,IMS监控,无,0,0,无,0,有,0,,无,9月,09,,0,0,0,,,,,,,,10,时长与用户数异常URL异常,0,0,0
908,1310,0.0,,,2016-09-09 15:25:00,,2016-09-09 16:05:00,国网信通,漏洞库工作管理,二级部署,信息系统监控接口异常,不影响用户使用但系统有告警,"9月9日15:25，国网信通调度监控发现总部漏洞库工作管理信息系统健康运行时长和在线用户数指标缺失。
",应用软件,软件设计缺陷,程序包缺陷,二级检修更新IMS接口程序包并逐个重启节点时，由于程序包出错导致了指标中断。,运检中心回退了程序包，重启了两个节点后，系统指标恢复正常。,加强监控和应急处置。,,,0.666666666744277,40.0000000046566,三级,IMS监控,无,0,0,0,0,无,0,,无,9月,09,,0,0,0,,,,,,,,15,时长与用户数异常URL正常,0,0,0
909,1311,0.0,,,2016-09-10 05:10:00,,2016-09-10 19:20:00,国网信通,保密工作二期,二级部署,信息系统监控接口异常,不影响用户使用但系统有告警,"9月10日05:10，国网信通调度监控发现保密工作二期IMS健康运行时长指标中断，在线用户数指标及URL探测正常。
",应用软件,软件设计缺陷,程序包缺陷,保密工作管理系统程序中健康运行时长数值类型设置不合理（其数据类型为int短整型），导致健康运行时长数值的临界值过小，仅能存储连续24天内的运行时长指标值，如果系统连续运行时长超过24天后，运行时长数值将因超过临界值出现溢出而变为负值，造成指标异常。,运检中心将健康运行时长指标数据类型由短整数（int）修改为长整数（long）后，系统监控指标恢复正常。,加强监控和应急处置。,,,14.1666666665697,849.999999994179,三级,IMS监控,无,0,0,0,0,无,0,,无,9月,10,,0,0,0,,,,,,,,5,时长异常用户数与URL异正常,0,0,0
910,1312,0.0,,,2016-09-11 01:30:00,,2016-09-11 02:15:00,江西,i6000,二级部署,信息系统运行异常,网络非计划停运,"9月11日01:30-02:15，03:10-04:05, 国网信通调度监控发现国网江西公司所有系统健康运行时长及在线用户数指标中断，URL探测异常。经验证被监控系统可以正常访问。",网络,运行维护不当,检修操作不当,经查，故障原因为9月9日开展省网数据通信网区域融合、CE设备下沉检修后，未重启核心交换机更新路由表策略，导致路由转发异常，出现上述监控指标异常。,0,0,,,0.75,45.0,0,IMS监控,无,0,0,无,0,有,0,,有,9月,11,,0,0,0,,,,,,,,1,有,0,0,0
911,1313,0.0,,,2016-09-11 03:10:00,,2016-09-11 04:05:00,江西,i6000,二级部署,信息系统运行异常,网络非计划停运,"9月11日01:30-02:15，03:10-04:05, 国网信通调度监控发现国网江西公司所有系统健康运行时长及在线用户数指标中断，URL探测异常。经验证被监控系统可以正常访问。",网络,运行维护不当,检修操作不当,经查，故障原因为9月9日开展省网数据通信网区域融合、CE设备下沉检修后，未重启核心交换机更新路由表策略，导致路由转发异常，出现上述监控指标异常。,0,0,,,0.916666666686069,55.0000000011642,0,IMS监控,无,0,0,无,0,有,0,,有,9月,11,,0,0,0,,,,,,,,3,有,0,0,0
912,1314,0.0,,,2016-09-11 14:20:00,,2016-09-11 15:10:00,国网信通,一级经济法律,0,信息系统运行异常,不影响用户使用但系统有告警,9月11日14:20，国网信通调度监控发现一级部署经法系统IMS健康运行时长及在线用户数指标中断，URL探测正常。15:10，经运检中心重启应用节点后，系统指标恢复正常。,数据库软件,软件设计缺陷,数据表索引设计不合理,数据库中存在较多对全表扫描的SQL语句，影响数据库性能，导致IMS接口程序在执行取数SQL时，不能在规定时间内返回数据至IMS系统，监控指标出现闪断现象。,重启各应用节点，系统恢复正常。,已对数据库进行了创建表索引，优化数据库性能，提高IMS接口程序执行效率。,,,0.833333333430346,50.0000000058208,三级,IMS监控,无,0,0,无,0,有,0,,无,9月,11,,0,0,0,,,,,,,,14,时长与用户数异常URL正常,0,0,0
913,1315,0.0,,,2016-09-11 17:40:00,,2016-09-11 18:10:00,国网信通,一级经济法律,0,信息系统运行异常,不影响用户使用但系统有告警,9月11日17:40起，国网信通调度监控发现一级部署经法系统IMS健康运行时长及在线用户数指标间歇性中断，URL探测正常。18:10，经运检中心重启应用节点后，系统指标恢复正常。,数据库软件,软件设计缺陷,数据表索引设计不合理,数据库中存在较多对全表扫描的SQL语句，影响数据库性能，导致IMS接口程序在执行取数SQL时，不能在规定时间内返回数据至IMS系统，监控指标出现闪断现象。,重启各应用节点，系统恢复正常。,已对数据库进行了创建表索引，优化数据库性能，提高IMS接口程序执行效率。,,,0.500000000058208,30.0000000034925,三级,IMS监控,无,0,0,无,0,有,0,,无,9月,11,,0,0,0,,,,,,,,17,时长与用户数异常URL正常,0,0,0
914,1316,0.0,,,2016-09-12 01:40:00,,2016-09-12 04:15:00,国网信通,人资辅助决策,0,0,0,9月12日1:40，国网信通调度监控发现总部人资辅助决策、营销辅助决策与综合查询IAS系统IMS健康运行时长及在线用户数指标缺失，同时数据中心ODS库报出实例无法连接告警。4:15，经运检中心重启ODS数据库集群服务后，各系统指标恢复正常。,主机,软件设计缺陷,数据库bug,0,0,0,,,2.58333333337214,155.000000002328,0,IMS监控,无,0,0,无,0,有,0,,无,9月,12,,0,0,0,,,,,,,,1,时长与用户数异常URL正常,0,0,0
915,1317,0.0,,,2016-09-12 05:50:00,,2016-09-12 07:05:00,国网信通,人资辅助决策,0,0,0,9月12日5:50，国网信通调度监控发现总部人资辅助决策、营销辅助决策、物资辅助决策与综合查询IAS系统IMS健康运行时长及在线用户数指标缺失，同时数据中心ODS库报出实例无法连接告警。7:05，经运检中心应急处置后，ODS数据库恢复单点运行，各系统监控指标恢复正常。7:53，ODS数据库恢复双节点运行，各系统监控指标正常,主机,软件设计缺陷,数据库bug,7:05，经运检中心应急处置后，ODS数据库恢复单点运行，各系统监控指标恢复正常。9月12日9:05起，综合查询IAS等系统IMS健康运行时长及在线用户数指标间歇性缺失，数据中心ODS数据库实例间歇性无法连接。截至13日8:00，系统故障仍在排查处置中。,0,0,,,1.25000000005821,75.0000000034925,0,IMS监控,无,0,0,无,0,有,0,,无,9月,12,,0,0,0,,,,,,,,5,时长与用户数异常URL正常,0,0,0
916,1318,0.0,,,2016-09-12 18:40:00,,2016-09-12 22:02:00,国网信通,经济法律,0,0,0,"9月12日18:40，国网信通调度监控发现信通公司经法系统无法访问，系统业务已割接至一级部署经法系统。
",数据库软件,软件设计缺陷,数据表索引设计不合理,"22:02，运检中心将信通经法服务切换至备用节点后，系统恢复正常，具体原因正在核查。
",0,0,,,3.3666666666395,201.99999999837,0,专业网管监控,无,0,0,无,0,无,0,,无,9月,12,,0,0,0,,,,,,,,18,其他监控工具发现,0,0,0
917,1319,0.0,,,2016-09-12 22:05:00,,2016-09-12 23:25:00,国网信通,一级经济法律,一级部署,信息系统监控接口异常,不影响用户使用但系统有告警,9月12日22:05，国网信通调度监控发现一级部署经法系统IMS健康运行时长及在线用户数指标中断，URL探测正常。23:25，经运检中心重启应用节点后，监控指标恢复正常，具体原因正在核查。,数据库软件,软件设计缺陷,数据表索引设计不合理,数据库中存在较多对全表扫描的SQL语句，影响数据库性能，导致IMS接口程序在执行取数SQL时，不能在规定时间内返回数据至IMS系统，监控指标出现闪断现象。,重启各应用节点，系统恢复正常。,已对数据库进行了创建表索引，优化数据库性能，提高IMS接口程序执行效率。,,,1.33333333331393,79.9999999988358,三级,IMS监控,无,0,0,无,0,有,0,,无,9月,12,,0,0,0,,,,,,,,22,时长与用户数异常URL正常,0,0,0
918,1320,0.0,,,2016-09-13 02:40:00,,2016-09-13 03:35:00,辽宁,设备（资产）精益管理,二级部署,信息系统运行异常,不影响用户使用但系统有告警,9月13日2:40-3:35，国网信通调度监控发现国网辽宁公司PMS2.0系统监控异常。期间，系统健康运行时长和在线用户数指标中断，URL探测正常。,主机,运行维护不当,节点自动重启,经查，故障原因为PMS2.0系统应用服务器发生宕机，导致指标采集异常，进行重启操作后，系统指标恢复正常。,0,0,,,0.916666666686069,55.0000000011642,0,IMS监控,无,0,0,无,0,有,0,,有,9月,13,,0,0,0,,,,,,,,2,有,0,0,0
919,1321,0.0,,,2016-09-14 03:10:00,,2016-09-14 06:20:00,多家直属,i6000,0,0,0,9月14日3:10-06:20，国网所有直属单位监控指标异常。期间，所有系统健康运行时长及在线用户数指标异常，URL探测异常。经验证被监控系统可以正常访问。,0,运行维护不当,0,0,0,0,,,3.16666666668607,190.000000001164,0,IMS监控,无,0,0,无,0,有,0,,无,9月,14,,0,0,0,,,,,,,,3,有,0,0,0
920,1322,0.0,,,2016-09-14 11:29:00,,2016-09-14 11:57:00,国网信通,95598,0,0,0,9月14日11:29，国网信通调度监控发现95598基础支撑平台多个osb代理服务陆续无法访问，同时接国网客服中心申告，该故障造成部分用户无法正常使用95598业务支持系统的工单派单功能。故障原因初步判断为刀片服务器的交换模块故障。11:57，经运维人员从负载均衡中剔除存在问题的3台刀片机后，工单派单功能恢复正常。15:10，运维人员将故障交换模块剔除。15日01:24，已通过检修完成故障交换模块更换，并已恢复原方式运行。,主机,设备日常损坏,板卡故障,经查，故障原因为刀箱网络交换模块故障，告警节点数据丢包，导致部分工单派单无法使用。将节点切换至其他交换模块后系统恢复正常，15日完成故障模块更换并恢复原方式。,0,0,,,0.46666666661622,27.9999999969732,0,专业网管监控,无,0,0,无,0,有,0,,无,9月,14,,0,0,0,,,,,,,,11,其他监控工具发现,0,0,0
921,1323,0.0,,,2016-09-16 00:50:00,,2016-09-16 01:10:00,多家直属,i6000,0,0,0,9月16日00:50，国网信通调度监控发现所有直属单位信息系统健康运行时长及在线用户数指标缺失，URL探测异常。被监控系统访问正常。经重启直属单位I6000总线服务后，01:10，URL探测指标全部恢复正常；01:35，健康运行时长及在线用户数指标全部恢复正常。,0,运行维护不当,0,0,0,0,,,0.333333333372138,20.0000000023283,0,IMS监控,无,0,0,无,0,有,0,,无,9月,16,,0,0,0,,,,,,,,0,有,0,0,0
922,1324,0.0,,,2016-09-17 23:55:00,,2016-09-18 02:45:00,国网信通,ERP系统,0,信息系统监控接口异常,不影响用户使用但系统有告警,"9月17日23:55，国网信通调度监控发现直属单位ERP的IMS健康运行时长及在线用户数指标中断。
",应用软件,运行维护不当,文件路径配置不合理,故障的几家单位的ERP取数接口配置中缓存文件配置错误，同时向中国电科院ERP系统取数，导致中国电科院ERP系统负载过高，无法获取运行指标。,中国电科院ERP系统负载降低后，几家单位的ERP系统运行指标恢复正常。,通过检修将各单位ERP取数接口下的缓存文件删除，重启接口后重新生成正确的缓存文件。建议后续针对ERP取数接口中的JCO接口方式改为Webservice接口，以便于统一运维和故障定位。,,,2.83333333331393,169.999999998836,三级,IMS监控,无,0,0,无,0,无,0,,无,9月,17,,0,0,0,,,,,,,,23,时长与用户数异常URL正常,0,0,0
923,1325,0.0,,,2016-09-18 00:00:00,,2016-09-18 00:40:00,北京,数据交换,0,0,0,9月18日0:00-0:40，国网北京电力数据交换系统监控状态异常。期间，系统URL探测中断，健康运行时长及在线用户数指标正常。,0,运行维护不当,0,0,0,0,,,0.666666666744277,40.0000000046566,0,IMS监控,无,有,0,无,0,有,0,,有,9月,18,,0,0,0,,,,,,,,0,有,0,0,0
924,1326,0.0,,,2016-09-19 02:25:00,,2016-09-19 04:05:00,辽宁,查询IAS,0,0,0,9月19日2:25-4:05，国网信通调度监控发现国网辽宁公司IAS系统健康运行时长及在线用户数指标缺失，URL探测正常。,0,运行维护不当,0,经查故障原因为在综合数据网割接实施过程中，未及时在省公司做向下的路由汇总，将骨干网路由全部导入信息内网，造成信息cisco nexus 5548UP交换机出现大量FIB TCAM资源耗尽告警，丢弃超出转发能力的数据包导致接口异常。,0,0,,,1.66666666668607,100.000000001164,0,IMS监控,无,0,0,0,0,无,0,,无,9月,19,,0,0,0,,,,,,,,2,有,0,0,0
925,1327,0.0,,,2016-09-19 02:40:00,,2016-09-19 04:05:00,辽宁,数据服务,0,0,0,9月19日2:40起，国网信通调度监控发现国网辽宁公司数据服务系统健康运行时长及在线用户数指标缺失，URL探测正常,0,运行维护不当,0,经查故障原因为在综合数据网割接实施过程中，未及时在省公司做向下的路由汇总，将骨干网路由全部导入信息内网，造成信息cisco nexus 5548UP交换机出现大量FIB TCAM资源耗尽告警，丢弃超出转发能力的数据包导致接口异常。,0,0,,,1.41666666674428,85.0000000046566,0,IMS监控,无,0,0,0,0,无,0,,无,9月,19,,0,0,0,,,,,,,,2,有,0,0,0
926,1328,0.0,,,2016-09-19 07:10:00,,2016-09-19 08:45:00,浙江,外网网站,0,0,0,9月19日7:10-8:45，国网浙江公司外网网站系统监控指标异常。期间，健康运行时长指标缺失，URL探测异常。,0,运行维护不当,0,0,0,0,,,1.58333333343035,95.0000000058208,0,IMS监控,无,0,0,0,0,无,0,,无,9月,19,,0,0,0,,,,,,,,7,有,0,0,0
